X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
2.0,5.0,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0
9.0,4.0,jul,sat,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,0.0
4.0,5.0,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,0.0
7.0,6.0,jul,tue,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,1.0
8.0,6.0,jul,tue,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,0.0
7.0,5.0,jun,sun,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0
6.0,4.0,jun,sun,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.0
8.0,6.0,jun,sun,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0
8.0,6.0,jun,wed,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0
6.0,5.0,jun,sat,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0
6.0,5.0,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0
6.0,5.0,jun,mon,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,0.0
3.0,6.0,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0
3.0,6.0,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0
6.0,5.0,may,sat,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0
1.0,4.0,sep,sun,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0
7.0,4.0,sep,sun,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.0
3.0,4.0,sep,sun,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,0.0
2.0,4.0,sep,sun,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0
2.0,4.0,sep,sun,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0
7.0,4.0,sep,sun,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0
6.0,3.0,sep,sun,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,1.0
2.0,4.0,sep,sun,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0
6.0,5.0,sep,wed,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0
4.0,4.0,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,0.0
3.0,4.0,sep,wed,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0
4.0,5.0,sep,thu,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0
4.0,4.0,sep,thu,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,0.0
6.0,5.0,sep,thu,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0
5.0,4.0,sep,thu,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,0.0
6.0,3.0,sep,thu,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,1.0
1.0,4.0,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,0.0
6.0,5.0,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,0.0
3.0,5.0,sep,thu,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,0.0
6.0,5.0,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,0.0
1.0,4.0,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0
5.0,4.0,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0
6.0,5.0,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0
6.0,5.0,sep,sat,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0
4.0,3.0,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,0.0
3.0,3.0,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0
7.0,4.0,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,1.0
4.0,4.0,sep,sat,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,1.0
1.0,4.0,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,0.0
2.0,3.0,sep,mon,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0
4.0,3.0,sep,mon,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0
7.0,4.0,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0
6.0,3.0,sep,mon,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,1.0
8.0,6.0,sep,mon,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,0.0
2.0,4.0,sep,mon,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,0.0
2.0,5.0,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0
8.0,6.0,sep,mon,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0
6.0,3.0,sep,mon,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0
8.0,6.0,sep,mon,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,0.0
6.0,3.0,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,0.0
2.0,2.0,sep,mon,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,0.0
1.0,4.0,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,1.0
5.0,4.0,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0
3.0,4.0,sep,fri,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0
5.0,4.0,sep,fri,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,0.0
5.0,4.0,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0
4.0,4.0,sep,fri,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,0.0
7.0,4.0,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,0.0
7.0,4.0,sep,fri,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,0.0
7.0,4.0,sep,fri,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,0.0
4.0,4.0,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.0
4.0,4.0,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,0.0
6.0,3.0,sep,fri,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0
6.0,3.0,sep,fri,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0
1.0,4.0,sep,fri,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,0.0
6.0,5.0,sep,fri,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,0.0
4.0,3.0,sep,fri,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,0.0
7.0,4.0,sep,fri,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.0
4.0,3.0,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,0.0
6.0,5.0,sep,tue,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,0.0
6.0,5.0,sep,tue,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,1.0
4.0,5.0,sep,tue,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,0.0
4.0,5.0,sep,tue,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0
6.0,5.0,sep,sat,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,1.0
4.0,5.0,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0
7.0,4.0,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,1.0
3.0,4.0,jul,wed,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0
4.0,5.0,aug,sun,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0
5.0,4.0,aug,thu,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0
6.0,5.0,sep,fri,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,1.0
6.0,5.0,sep,sat,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,1.0
8.0,6.0,aug,mon,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0
2.0,2.0,aug,sat,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,1.0
6.0,5.0,mar,thu,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0
4.0,5.0,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0
5.0,4.0,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,0.0
8.0,6.0,aug,thu,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,1.0
8.0,6.0,aug,wed,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,0.0
9.0,6.0,aug,thu,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,1.0
8.0,4.0,aug,sat,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,1.0
2.0,4.0,aug,sun,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,1.0
3.0,4.0,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,1.0
5.0,5.0,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0
6.0,4.0,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,1.0
7.0,4.0,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0
7.0,4.0,feb,mon,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,0.0
8.0,6.0,sep,fri,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,1.0
1.0,3.0,sep,sun,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,1.0
2.0,4.0,mar,tue,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0
6.0,5.0,feb,mon,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0
4.0,5.0,feb,sun,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,1.0
4.0,3.0,sep,sun,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,0.0
5.0,6.0,aug,sun,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,0.0
1.0,2.0,aug,sat,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0
9.0,5.0,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
9.0,5.0,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
3.0,4.0,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,0.0
9.0,9.0,aug,fri,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0
8.0,6.0,aug,thu,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0
2.0,4.0,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,0.0
2.0,2.0,aug,tue,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0
6.0,5.0,sep,sat,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,0.0
4.0,5.0,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0
4.0,3.0,sep,fri,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,0.0
1.0,4.0,jul,tue,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0
6.0,3.0,feb,fri,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0
7.0,4.0,feb,fri,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,0.0
9.0,4.0,jul,mon,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,0.0
7.0,5.0,aug,sat,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0
5.0,4.0,aug,sun,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0
8.0,6.0,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,1.0
6.0,3.0,jul,tue,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,0.0
6.0,5.0,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0
2.0,4.0,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,0.0
2.0,5.0,aug,sun,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,0.0
8.0,8.0,aug,wed,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,1.0
2.0,4.0,aug,wed,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0
8.0,6.0,jul,sun,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,0.0
1.0,3.0,sep,sat,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.0
8.0,6.0,aug,sat,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,0.0
2.0,2.0,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
8.0,6.0,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
2.0,4.0,aug,mon,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,0.0
1.0,3.0,aug,thu,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0
3.0,4.0,aug,sun,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,0.0
7.0,4.0,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0
1.0,3.0,aug,sat,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,0.0
8.0,6.0,aug,thu,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0
2.0,4.0,aug,sun,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,1.0
1.0,4.0,aug,fri,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0
2.0,5.0,jul,sat,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0
8.0,6.0,aug,mon,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.0
8.0,6.0,aug,sat,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0
2.0,5.0,aug,sat,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,0.0
1.0,3.0,sep,fri,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.0
5.0,4.0,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0
8.0,6.0,aug,mon,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,0.0
6.0,5.0,apr,mon,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,0.0
1.0,2.0,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0
2.0,5.0,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0
5.0,5.0,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0
6.0,5.0,aug,sun,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0
3.0,4.0,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0
7.0,4.0,sep,wed,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0
7.0,4.0,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0
4.0,5.0,aug,wed,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,0.0
1.0,4.0,aug,fri,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,0.0
7.0,4.0,aug,mon,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0
4.0,5.0,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0
3.0,4.0,aug,thu,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0
3.0,4.0,jul,mon,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0
2.0,4.0,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0
1.0,4.0,aug,wed,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,1.0
8.0,6.0,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
7.0,4.0,aug,sat,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,0.0
2.0,5.0,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
8.0,6.0,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
1.0,4.0,sep,sun,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,0.0
6.0,5.0,feb,tue,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,0.0
6.0,4.0,feb,tue,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,0.0
2.0,2.0,feb,sat,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,0.0
6.0,5.0,mar,mon,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,0.0
3.0,4.0,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,0.0
6.0,5.0,mar,thu,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,0.0
6.0,3.0,apr,sun,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,1.0
5.0,4.0,apr,sun,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0
4.0,3.0,may,fri,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,1.0
8.0,3.0,jun,mon,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,0.0
9.0,4.0,jun,sat,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,1.0
4.0,3.0,jun,thu,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,1.0
2.0,5.0,jun,thu,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,0.0
4.0,3.0,jul,thu,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,0.0
4.0,3.0,jul,sun,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,0.0
7.0,4.0,jul,sun,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,0.0
7.0,4.0,jul,mon,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,1.0
9.0,9.0,jul,thu,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,0.0
4.0,3.0,jul,thu,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0
3.0,4.0,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,0.0
8.0,6.0,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0
2.0,5.0,aug,sun,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,1.0
2.0,4.0,aug,mon,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,0.0
5.0,4.0,aug,tue,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,0.0
5.0,4.0,aug,tue,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,1.0
4.0,4.0,aug,tue,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,1.0
4.0,4.0,aug,wed,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0
4.0,4.0,aug,wed,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0
4.0,4.0,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0
1.0,3.0,aug,fri,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0
1.0,3.0,aug,fri,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,1.0
6.0,6.0,aug,sat,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,0.0
6.0,6.0,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0
4.0,5.0,aug,mon,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,0.0
3.0,4.0,aug,tue,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,1.0
6.0,5.0,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,1.0
7.0,5.0,aug,tue,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,1.0
8.0,6.0,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0
7.0,5.0,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0
4.0,4.0,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0
2.0,4.0,aug,wed,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,0.0
4.0,3.0,aug,wed,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,1.0
1.0,2.0,aug,thu,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,0.0
1.0,2.0,aug,fri,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0
2.0,4.0,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
1.0,2.0,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
5.0,4.0,aug,fri,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,0.0
6.0,5.0,aug,fri,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.0
8.0,6.0,aug,sun,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0
4.0,3.0,aug,sun,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,0.0
2.0,4.0,aug,sun,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,1.0
7.0,4.0,aug,sun,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,1.0
1.0,4.0,aug,sat,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0
,,jun,1,57.1,2.5,8.2,0.6,32.0,71,12.0,0.7,0.0
,,jun,2,55.7,2.7,7.8,0.6,30.0,73,13.0,4.0,0.0
,,jun,3,48.7,2.2,7.6,0.3,29.0,80,14.0,2.0,0.0
,,jun,4,79.4,5.2,15.4,2.2,30.0,64,14.0,0.0,0.0
,,jun,5,77.1,6.0,17.6,1.8,32.0,60,14.0,0.2,0.0
,,jun,6,83.7,8.4,26.3,3.1,35.0,54,11.0,0.1,1.0
,,jun,7,85.6,9.9,28.9,5.4,35.0,44,17.0,0.2,1.0
,,jun,8,71.4,7.7,7.4,1.5,28.0,51,17.0,1.3,0.0
,,jun,9,78.1,8.5,14.7,2.4,27.0,59,18.0,0.1,0.0
,,jun,10,89.4,13.3,22.5,8.4,30.0,41,15.0,0.0,1.0
,,jun,11,90.6,18.2,30.5,13.4,31.0,42,21.0,0.0,1.0
,,jun,12,88.9,21.3,37.8,8.7,27.0,58,17.0,0.0,1.0
,,jun,13,72.3,11.4,7.8,1.4,30.0,52,15.0,2.0,0.0
,,jun,14,53.4,6.4,7.3,0.5,27.0,79,16.0,0.7,0.0
,,jun,15,66.8,7.2,14.7,1.2,28.0,90,15.0,0.0,0.0
,,jun,16,47.4,4.2,8,0.2,29.0,87,15.0,0.4,0.0
,,jun,17,62.2,3.9,8,1.1,31.0,69,17.0,4.7,0.0
,,jun,18,65.5,4.6,8.3,0.9,33.0,62,10.0,8.7,0.0
,,jun,19,64.6,4.4,8.2,1.0,32.0,67,14.0,4.5,0.0
,,jun,20,60.2,3.8,8,0.8,31.0,72,14.0,0.2,0.0
,,jun,21,86.2,8.3,18.4,5.0,32.0,55,14.0,0.0,1.0
,,jun,22,78.3,8.1,8.3,1.9,33.0,46,14.0,1.1,0.0
,,jun,23,74.2,7.0,8.3,1.6,33.0,59,16.0,0.8,0.0
,,jun,24,85.3,10.0,17,4.9,35.0,68,16.0,0.0,1.0
,,jun,25,86.0,12.8,25.6,5.4,34.0,70,16.0,0.0,1.0
,,jun,26,87.8,16.5,34.5,7.0,36.0,62,16.0,0.0,1.0
,,jun,27,89.1,20.9,43.3,8.0,36.0,55,15.0,0.0,1.0
,,jun,28,92.5,27.2,52.4,11.7,37.0,37,13.0,0.0,1.0
,,jun,29,86.2,17.9,36.7,4.8,37.0,36,13.0,0.6,1.0
,,jun,30,79.7,12.0,8.5,2.2,34.0,42,15.0,1.7,0.0
,,jul,1,63.7,3.2,8.5,1.2,28.0,58,18.0,2.2,0.0
,,jul,2,87.6,7.9,17.8,6.8,33.0,48,16.0,0.0,1.0
,,jul,3,84.7,9.7,27.3,4.7,34.0,56,17.0,0.1,1.0
,,jul,4,88.0,13.6,36.8,8.0,34.0,58,18.0,0.0,1.0
,,jul,5,90.5,18.7,46.4,11.3,34.0,45,18.0,0.0,1.0
,,jul,6,84.7,15.5,45.1,4.3,35.0,42,15.0,0.3,1.0
,,jul,7,85.0,13.0,35.4,4.1,38.0,43,13.0,0.5,1.0
,,jul,8,80.8,9.8,9.7,3.1,35.0,47,18.0,6.0,1.0
,,jul,9,82.3,9.4,9.9,3.2,36.0,43,15.0,1.9,1.0
,,jul,10,77.5,8.0,9.5,2.0,34.0,51,16.0,3.8,0.0
,,jul,11,74.8,7.1,9.5,1.6,34.0,56,15.0,2.9,0.0
,,jul,12,90.1,12.6,19.4,8.3,36.0,44,13.0,0.0,1.0
,,jul,13,85.2,11.3,10.4,4.2,39.0,45,13.0,0.6,1.0
,,jul,14,88.9,12.9,14.6 9,12.5,37.0,37,18.0,0.2,
,,jul,15,90.5,18.0,24.1,10.9,34.0,45,17.0,0.0,1.0
,,jul,16,84.5,19.4,33.1,4.7,31.0,83,17.0,0.0,1.0
,,jul,17,84.6,21.1,42.3,4.7,32.0,81,17.0,0.0,1.0
,,jul,18,86.1,23.9,51.6,5.2,33.0,68,15.0,0.0,1.0
,,jul,19,88.1,27.8,61.1,7.3,34.0,58,16.0,0.0,1.0
,,jul,20,89.9,32.7,71,9.5,36.0,50,16.0,0.0,1.0
,,jul,21,93.9,39.6,80.6,18.5,36.0,29,18.0,0.0,1.0
,,jul,22,91.5,44.2,90.1,13.2,32.0,48,18.0,0.0,1.0
,,jul,23,87.3,46.6,99,6.9,31.0,71,17.0,0.0,1.0
,,jul,24,72.8,20.9,56.6,1.6,33.0,63,17.0,1.1,0.0
,,jul,25,73.8,11.7,15.9,1.1,39.0,64,9.0,1.2,0.0
,,jul,26,78.3,10.8,19.7,1.6,35.0,58,10.0,0.2,0.0
,,jul,27,80.0,11.8,28.3,2.8,29.0,87,18.0,0.0,0.0
,,jul,28,87.5,15.7,37.6,6.7,33.0,57,16.0,0.0,1.0
,,jul,29,88.1,19.5,47.2,7.4,34.0,59,16.0,0.0,1.0
,,jul,30,88.9,23.8,57.1,8.2,36.0,56,16.0,0.0,1.0
,,jul,31,89.3,28.3,67.2,8.3,37.0,55,15.0,0.0,1.0
,,aug,1,78.3,4.4,10.5,2.0,38.0,52,14.0,0.0,0.0
,,aug,2,93.3,10.8,21.4,13.8,40.0,34,14.0,0.0,1.0
,,aug,3,93.7,17.1,32.1,17.2,39.0,33,17.0,0.0,1.0
,,aug,4,93.8,23.0,42.7,15.7,38.0,35,15.0,0.0,1.0
,,aug,5,88.3,23.6,52.5,19.0,34.0,42,17.0,0.1,1.0
,,aug,6,70.5,11.0,9.1,1.3,30.0,54,14.0,3.1,0.0
,,aug,7,69.7,7.2,9.8,1.2,34.0,63,13.0,2.9,0.0
,,aug,8,87.4,11.2,20.2,5.2,37.0,56,11.0,0.0,1.0
,,aug,9,91.7,16.5,30.9,9.6,39.0,43,12.0,0.0,1.0
,,aug,10,89.3,15.8,35.4,8.2,39.0,39,15.0,0.2,1.0
,,aug,11,94.2,22.5,46.3,16.6,40.0,31,15.0,0.0,1.0
,,aug,12,93.0,18.4,41.5,15.5,39.0,21,17.0,0.4,1.0
,,aug,13,88.3,16.9,45.1,7.5,35.0,34,16.0,0.2,1.0
,,aug,14,91.9,22.3,55.5,10.8,37.0,40,13.0,0.0,1.0
,,aug,15,83.9,16.9,54.2,3.5,35.0,46,13.0,0.3,1.0
